timestamp,device_id,raw_pm2_5,temperature,humidity
2026-01-01 00:00:00,D01,39.6484138220918,21.867742579344693,73.2732693951707
2026-01-01 00:00:00,D02,40.11199460079547,21.867742579344693,73.2732693951707
2026-01-01 00:00:00,D03,42.84209137498902,21.867742579344693,73.2732693951707
2026-01-01 00:00:00,D04,40.76920084389428,21.867742579344693,73.2732693951707
2026-01-01 00:00:00,D05,41.43786505763505,21.867742579344693,73.2732693951707
2026-01-01 00:05:00,D01,39.08057057583767,20.999258682397077,70.73900228157095
2026-01-01 00:05:00,D02,40.041855605522336,20.999258682397077,70.73900228157095
2026-01-01 00:05:00,D03,38.63397766690981,20.999258682397077,70.73900228157095
2026-01-01 00:05:00,D04,39.44151774526627,20.999258682397077,70.73900228157095
2026-01-01 00:05:00,D05,37.61276113967139,20.999258682397077,70.73900228157095
2026-01-01 00:10:00,D01,43.1087518863593,22.322467907195325,73.77641098419444
2026-01-01 00:10:00,D02,42.915833807015325,22.322467907195325,73.77641098419444
2026-01-01 00:10:00,D03,42.00523106906724,22.322467907195325,73.77641098419444
2026-01-01 00:10:00,D04,44.386304847271965,22.322467907195325,73.77641098419444
2026-01-01 00:10:00,D05,40.74871852145081,22.322467907195325,73.77641098419444
2026-01-01 00:15:00,D01,44.72012751201957,21.391076186380246,76.41364401196454
2026-01-01 00:15:00,D02,44.655544437769315,21.391076186380246,76.41364401196454
2026-01-01 00:15:00,D03,45.26694571233127,21.391076186380246,76.41364401196454
2026-01-01 00:15:00,D04,43.909470957907125,21.391076186380246,76.41364401196454
2026-01-01 00:15:00,D05,42.561976675399364,21.391076186380246,76.41364401196454
2026-01-01 00:20:00,D01,40.040119031212825,22.04899282467444,75.73736675454002
2026-01-01 00:20:00,D02,40.47728629984936,22.04899282467444,75.73736675454002
2026-01-01 00:20:00,D03,41.00234043729372,22.04899282467444,75.73736675454002
2026-01-01 00:20:00,D04,40.59617075300513,22.04899282467444,75.73736675454002
2026-01-01 00:20:00,D05,41.404815390242625,22.04899282467444,75.73736675454002
2026-01-01 00:25:00,D01,41.474796835742005,22.1684067778675,74.60829348779501
2026-01-01 00:25:00,D02,40.307523623302494,22.1684067778675,74.60829348779501
2026-01-01 00:25:00,D03,40.796068547113066,22.1684067778675,74.60829348779501
2026-01-01 00:25:00,D04,40.068438121385455,22.1684067778675,74.60829348779501
2026-01-01 00:25:00,D05,41.98243689163959,22.1684067778675,74.60829348779501
